,Unnamed: 0,Id,PostTypeId,AcceptedAnswerId,ParentId,CreationDate,DeletionDate,Score,ViewCount,Body,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ClosedDate,CommunityOwnedDate,ContentLicense,HotScore
14353,14353,46889727,1,48320687.0,,2017-10-23 12:44:40,,12,10946,working recurrent language model learn word embeddings used initialize language model using gensim word vec model training word vec model hold two vector word vocabulary word embedding row input hidden matrix context embedding column hidden output matrix outlined post least three common way combine two embedding vector summing context word vector word summing averaging concatenating context word vector however find proper paper report best strategy question common solution whether sum average concatenate vector doe best way depend entirely task question strategy best word level language model combine vector use original word embeddings word e contained weight matrix input hidden neuron related unanswered question word vec summing concatenate inside outside vector use input hidden weight matrix word vector instead hidden output weight matrix,2017-10-24 07:38:32,2020-04-10 02:42:38,word vec best add concatenate average word vector,python word2vec gensim word-embedding language-model,4,5,7.0,,,CC BY-SA 3.0,1.3382395378444924e-05
3906,3906,24647400,1,24648116.0,,2014-07-09 07:12:45,,40,53657,tried nltk method stemming give weird result word example often cut end word poodle poodl article articl stem good easily easy stemmed word leaf grows fairly stemmed know stemming libs python good dictionary thank,2014-07-09 07:19:29,2020-05-27 06:54:38,best stemming method python,python nltk stemming,6,3,16.0,,,CC BY-SA 3.0,1.3319542320822296e-05
18655,18655,52856057,1,,,2018-10-17 13:26:19,,11,2547,way ner model spacy extract metric precision recall f score per entity type something look like precision recall f score support b loc loc b misc misc b org org b per per avg total taken http www davidsbatista net blog named entity evaluation thank,2018-10-17 13:55:39,2019-10-15 16:25:06,way spacy ner calculate metric per entity type,python entity metrics spacy ner,3,0,6.0,,,CC BY-SA 4.0,1.3193545840200818e-05
8487,8487,36800654,1,,,2016-04-22 18:09:42,,29,57275,trying get word distinctive certain document using tfidfvectorizer class scikit learn creates tfidf matrix word score document seems count common word well code running vectorizer tfidfvectorizer tfidf matrix vectorizer fit transform content feature name vectorizer get feature name dense tfidf matrix todense denselist dense tolist df pd dataframe denselist column feature name index character pd series df loc adam sort value ascending false expected return list distinctive word document adam doe return list common word might understand perfectly understand tf idf supposed find word distinctive one document corpus finding word appear frequently one document document appears frequently document know returning high value complete code using generate jupyter notebook compute tf idf semi manually using nltk computing score word get appropriate result adam document fresh prime bone relate blame enough look right since word appear adam document much document corpus complete code used generate jupyter notebook something wrong scikit code another way initialize class return right result course ignore stopwords passing stop word english really solve problem since common word sort high score,,2019-11-21 14:32:15,tfidfvectorizer scikit learn supposed work,python nlp scikit-learn,5,0,12.0,,,CC BY-SA 3.0,1.3127585785369525e-05
15052,15052,47856247,1,47949327.0,,2017-12-17 14:46:53,,16,8273,using spacy noun chunk extraction using doc noun chunk property provided spacy could extract verb phrase input text using spacy library form verb adv verb,,2020-06-02 02:30:10,extract verb phrase using spacy,python spacy,2,0,10.0,,,CC BY-SA 3.0,1.3076291943808023e-05
14796,14796,47485216,1,53470422.0,,2017-11-25 11:03:49,,21,7820,thought mask zero true output input value following layer could skip computation something doe work example data np array data shape model x input shape e embedding mask zero true x model input x output e p predict data print p shape print p actual output number random however thought output,2018-11-25 18:13:23,2020-04-08 13:50:35,doe mask zero kera embedding layer work,python machine-learning keras word-embedding,2,3,8.0,,,CC BY-SA 4.0,1.292423495154226e-05
11732,11732,42986405,1,43067907.0,,2017-03-23 20:30:58,,24,20259,building chatbot need vectorize user input using word vec using pre trained model million word google googlenews vector negative load model using gensim import gensim model gensim model keyedvectors load word vec format googlenews vector negative bin binary true problem take minute load model let user wait long speed load time thought putting million word corresponding vector mongodb database would certainly speed thing intuition tell good idea,2017-03-29 18:42:16,2019-10-17 10:36:30,speed gensim word vec model load time,deep-learning gensim word2vec,4,0,14.0,,,CC BY-SA 3.0,1.273990540507963e-05
6015,6015,31321209,1,,,2015-07-09 14:57:45,,55,67222,get document vector two text document using doc vec new would helpful someone could point right direction help tutorial using gensim doc sentence another sentence document doc strip split doc doc model doc vec doc vec document size window min count worker get attributeerror list object ha attribute word whenever run,2018-12-15 19:33:57,2019-06-04 10:17:50,doc vec get document vector,python gensim word2vec,4,0,24.0,,,CC BY-SA 4.0,1.2659201897586344e-05
14167,14167,46433778,1,55622285.0,,2017-09-26 18:51:02,,18,26544,working code using gensim tough time troubleshooting valueerror within code finally wa able zip googlenews vector negative bin gz file could implement model also tried gzip result unsuccessful error code occurs last line would like know done fix error workarounds finally website could reference thank respectfully assistance import gensim kera import backend kera layer import dense input lambda lstm timedistributed kera layer merge import concatenate kera layer embeddings import embedding kera model import mode pretrained embeddings path googlenews vector negative bin word vec gensim model keyedvectors load word vec format pretrained embeddings path binary true valueerror traceback recent call last pretrained embeddings path googlenews vector negative bin word vec gensim model keyedvectors load word vec format pretrained embeddings path binary true c user green anaconda envs py lib site package gensim model keyedvectors py load word vec format cl fname fvocab binary encoding unicode error limit datatype word append ch word utils unicode b join word encoding encoding error unicode error weight fromstring fin read binary len dtype real add word word weight else valueerror string size must multiple element size,,2019-12-02 11:05:08,import googlenews vector negative bin,python gensim,3,4,1.0,,,CC BY-SA 3.0,1.2469028947760776e-05
13445,13445,45394949,1,,,2017-07-29 23:24:19,,11,11188,want understand meant dimensionality word embeddings embed word form matrix nlp task role doe dimensionality play visual example help understand concept,2018-01-03 01:32:13,2019-12-30 13:06:24,dimensionality word embeddings,nlp terminology dimensionality-reduction word-embedding,6,1,6.0,,,CC BY-SA 3.0,1.246277623725445e-05
9168,9168,38045290,1,39190391.0,,2016-06-27 03:02:43,,32,16521,result two different summary system sys sys reference summary evaluated bleu rouge problem rouge score sys wa higher sys rouge rouge rouge rouge rouge l rouge su bleu score sys wa le bleu score sys quite much question rouge bleu based n gram measure similar summary system summary human difference result evaluation like main different rouge v bleu explain issue,2020-06-24 09:31:49,2020-06-24 09:31:49,text summarization evaluation bleu v rouge,nlp text-processing rouge bleu,3,0,10.0,,,CC BY-SA 4.0,1.2407075883009403e-05
15786,15786,48941648,1,,,2018-02-23 05:26:07,,16,3952,given model e g gensim model word vec import word vec document human machine interface lab abc computer application survey user opinion computer system response time eps user interface management system system human system engineering testing eps relation user perceived response time error measurement generation random binary unordered tree intersection graph path tree graph minor iv width tree well quasi ordering graph minor survey text lower split document w v model word vec text size window min count worker possible remove word w v vocabulary e g originally print w v model graph print w v model wv vocab graph vocab count index sample int find similar word print w v model similar graph binary unordered perceived iv error machine quasi relation tree delete dictionary del w v model wv vocab graph print w v model graph keyerror word graph vocabulary similarity word deleting see word popping e g w v model similar binary unordered ordering perceived error graph generation computer testing tree remove word completely word vec model gensim updated answer vumaasha comment could give detail want delete word let say universe word word corpus learn dense relation word want generate similar word come subset domain specific word possible generate enough similar filter word let say space specific domain small might looking word ranked th similar inefficient would better word totally removed word vector similar word return word outside specific domain,2018-02-23 06:17:40,2019-08-14 03:55:22,remove word completely word vec model gensim,python dictionary word2vec gensim del,4,4,2.0,,,CC BY-SA 3.0,1.2396172321003876e-05
2612,2612,20290870,1,24119115.0,,2013-11-29 17:33:07,,41,65062,trying extract human name text doe anyone method would recommend tried code using find everything marked person generating list nnp part person skipping person one nnp avoids grabbing lone surname getting decent result wa wondering better way go solving problem code import nltk nameparser parser import humanname def get human name text token nltk tokenize word tokenize text po nltk po tag token sentt nltk ne chunk po binary false person list person name subtree sentt subtrees filter lambda node person leaf subtree leaf person append leaf len person avoid grabbing lone surname part person name part name person list person list append name name person return person list text economist responded positively bitcoin including francois r velde senior economist federal reserve chicago described elegant solution problem creating digital currency november richard branson announced virgin galactic would accept bitcoin payment saying invested bitcoin found fascinating whole new global currency ha created encouraging others also invest bitcoin economist commenting bitcoin critical economist paul krugman ha suggested structure currency incentivizes hoarding value derives expectation others accept payment economist larry summer ha expressed wait see attitude come bitcoin nick cola market strategist convergex group ha remarked effect increasing use bitcoin restricted supply noting incremental adoption meet relatively fixed supply surprise price go exactly happening btc price name get human name text print last first name name last first humanname name last humanname name first print last first output last first velde francois branson richard galactic virgin krugman paul summer larry cola nick apart virgin galactic valid output course knowing virgin galactic human name context article hard maybe impossible part,2019-09-15 17:22:53,2020-01-02 22:45:42,improving extraction human name nltk,python nlp nltk,7,4,28.0,2019-09-16 14:07:54,,CC BY-SA 3.0,1.2370318285373652e-05
7049,7049,33587667,1,33588238.0,,2015-11-07 20:54:18,,16,44451,efficient way code read text file extract noun import nltk file open filename open file line file read read line sentence nltk sent tokenize line tokenize sentence noun empty array hold noun sentence sentence word po nltk po tag nltk word tokenize str sentence po nn po nnp po nns po nnps noun append word reduce time complexity code way avoid using nested loop thanks advance,2015-11-07 21:10:45,2020-08-26 08:22:02,extracting noun text file using nltk,python nltk,7,1,7.0,,,CC BY-SA 3.0,1.22250138186022e-05
